ItemID,ItemNumber,ItemNumber_old,Description,Short_Desc,BrandID,Brand,CategoryID,Category,Each_Barcode,Origin_Country,img_filename,logo_filename,DateAdded,InCatalog,HF_UOM,SRP,CaseSRP,ProductFeatureA,ProductFeatureB,ProductFeatureC,ProductFeatureD,ProductFeatureE
7644,AAPA45L,,Air Pump 6 Outlets 20W 45L min (12/cs),Air Pump 6 Outlets 20W 45L min,87,Active Aqua,12,Pumps & Irrigation,638104000581,CHINA,,15018_ActiveAqualLOGO.jpg,12/15/2006,Y,EACH,48.95,48.95,Ideal for running several Waterfarms or multiple air stones at once,Electrical magnetic air compressor in a high quality aluminum alloy case,Wear and tear-resistant material for cylinder and piston,High pressure and high output,Comes with 6-outlet.. high quality stainless steel & copper air manifold with individually controllable air outlets
7640,AAPA7.8L,,Air Pump 2 Outlets 3W 7.8L/min (30/cs),Air Pump 2 Outlets 5W 7.8L/min,87,Active Aqua,12,Pumps & Irrigation,638104000512,CHINA,AAPA7.8L_2.jpg,15018_ActiveAqualLOGO.jpg,12/15/2006,Y,EACH,14.95,14.95,Super silent with multi-level muffler,Adjustable pressure via convenient dial,BPA free—safe for aquaponic use,Low power consumption,Oil free and environmentally safe
7646,AAPA70L,,Air Pump 8 Outlets 60W 70L min (8/cs),Air Pump 8 Outlets 60W 70L min,87,Active Aqua,12,Pumps & Irrigation,638104000598,CHINA,,15018_ActiveAqualLOGO.jpg,12/15/2006,Y,EACH,59.95,59.95,Ideal for running several Waterfarms or multiple air stones at once,Electrical magnetic air compressor in a high quality aluminum alloy case.. wear and tear-resistant material for cylinder and piston,High pressure and high output,Comes with 8-outlet.. high quality stainless steel & copper air manifold with individually controllable air outlets,70 L/min.. 1..110 GPH
8306,AAPADIV12,,12 Outlet Copper Air Divider,Air Divider Copper 12 Outlets,87,Active Aqua,12,Pumps & Irrigation,638104005111,CHINA,,15018_ActiveAqualLOGO.jpg,12/19/2007,Y,EACH,10.95,10.95,,,,,
8346,AAPADIV6,,6 Outlet Copper Air Divider,Air Divider Copper 6 Outlets,87,Active Aqua,12,Pumps & Irrigation,638104005135,CHINA,,15018_ActiveAqualLOGO.jpg,12/19/2007,Y,EACH,6.95,6.95,,,,,
8303,AAPADIV8,,8 Outlet Copper Air Divider,Air Divider Copper 8 Outlets,87,Active Aqua,12,Pumps & Irrigation,638104005159,CHINA,,15018_ActiveAqualLOGO.jpg,12/19/2007,Y,EACH,8.95,8.95,,,,,
13774,AAPADIVP12,,Air Divider Plastic 12 Outlets,Air Divider Plastic 12 Outlets,87,Active Aqua,12,Pumps & Irrigation,638104007306,CHINA,AAPADIVP12.jpg,15018_ActiveAqualLOGO.jpg,3/6/2012,Y,EACH,4.95,4.95,,,,,
13772,AAPADIVP4,,Air Divider Plastic 4 Outlets,Air Divider Plastic 4 Outlets,87,Active Aqua,12,Pumps & Irrigation,638104007276,CHINA,AAPADIVP4.jpg,15018_ActiveAqualLOGO.jpg,3/6/2012,Y,EACH,1.55,1.55,,,,,
13775,AAPADIVP6,,Air Divider Plastic 6 Outlets,Air Divider Plastic 6 Outlets,87,Active Aqua,12,Pumps & Irrigation,638104007290,CHINA,AAPADIVP6.jpg,15018_ActiveAqualLOGO.jpg,3/6/2012,Y,EACH,2.95,2.95,,,,,
13773,AAPADIVP8,,Air Divider Plastic 8 Outlets,Air Divider Plastic 8 Outlets,87,Active Aqua,12,Pumps & Irrigation,638104007283,CHINA,AAPADIVP8.jpg,15018_ActiveAqualLOGO.jpg,3/6/2012,Y,EACH,3.55,3.55,,,,,
12517,AAPB10,,10inches Pump Bag 10.5 x 13.125 ,10inches Pump Bag 10.5 x 13.125 ,87,Active Aqua,12,Pumps & Irrigation,638104003360,CHINA,AAPB10.jpg,15018_ActiveAqualLOGO.jpg,3/9/2011,Y,EACH,11.95,11.95,,,,,
12516,AAPB6,,6inches Pump Bag 6.75 x 9.375,6inches Pump Bag 6.75 x 9.375,87,Active Aqua,12,Pumps & Irrigation,638104003353,CHINA,AAPB6_4.jpg,15018_ActiveAqualLOGO.jpg,3/9/2011,Y,EACH,9.95,9.95,,,,,
18022,AAPBD075,,Bottom Draw Pump Adapter 3/4inches,Bottom Draw Pump Adapter 3/4inches,87,Active Aqua,12,Pumps & Irrigation,638104017770,CHINA,,15018_ActiveAqualLOGO.jpg,10/6/2015,N,EACH,3.45,3.45,,,,,
18020,AAPBD085,,Bottom Draw Pump Adapter 7/8inches (150/cs),Bottom Draw Pump Adapter 7/8inches,87,Active Aqua,12,Pumps & Irrigation,638104017763,CHINA,AAPBD085.jpg,15018_ActiveAqualLOGO.jpg,10/6/2015,N,EACH,4.45,4.45,,,,,
18021,AAPBD100,,Bottom Draw Pump Adapter 1inches (150/cs),Bottom Draw Pump Adapter 1inches (1,87,Active Aqua,12,Pumps & Irrigation,638104017756,CHINA,AAPBD100.jpg,15018_ActiveAqualLOGO.jpg,10/6/2015,N,EACH,5.54,5.54,,,,,
7285,AAPM275,,Pro Pump 275 GPH,Pro Pump 275 GPH/QT EF,87,Active Aqua,12,Pumps & Irrigation,638104630061,USA,AAPM275.jpg,15018_ActiveAqualLOGO.jpg,5/25/2006,Y,EACH,89.95,89.95,,,,,
7287,AAPM500,,Pro Pump 500 GPH,Pro Pump 500GPH,87,Active Aqua,12,Pumps & Irrigation,638104630054,USA,AAPM500.jpg,15018_ActiveAqualLOGO.jpg,5/25/2006,Y,EACH,111.95,111.95,,,,,
10878,AAPM700,,Pump 700 GPH for EZC60,Pump 700 GPH for EZC60,87,Active Aqua,12,Pumps & Irrigation,250330251720,USA,AAPM700.jpg,15018_ActiveAqualLOGO.jpg,7/29/2009,Y,EACH,125.95,125.95,,,,,
10879,AAPM950,aapmimp950,Pump 950 GPH for EZC120,Pump 950 GPH for EZC120,87,Active Aqua,12,Pumps & Irrigation,250330271056,USA,AAPM950_3.jpg,15018_ActiveAqualLOGO.jpg,7/29/2009,Y,EACH,161.95,161.95,,,,,
8299,AAPMHF,,Garden Hose 1/2inches Barbed Fitting. 250-500,Garden Hose 1/2inches Barbed Fittin,74,Hydrofarm,12,Pumps & Irrigation,25033122505,USA,AAPMHF.jpg,15050_hydrofarm-logos.png,12/19/2007,N,EACH,10.95,10.95,,,,,
8309,AAPMIMP150,,Impeller for PU150,Impeller PU150,87,Active Aqua,12,Pumps & Irrigation,25033126558,CHINA,AAPMIMP150.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,N,EACH,14.95,14.95,,,,,
8329,AAPMIMP275,,Impeller for PU275,Impeller/PU275,87,Active Aqua,12,Pumps & Irrigation,25033125551,CHINA,AAPMIMP275_2.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,N,EACH,17.95,17.95,,,,,
8382,AAPMIMP500,,Impeller for PU500,Impeller/PU500,87,Active Aqua,12,Pumps & Irrigation,25033125759,CHINA,AAPMIMP500_2.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,N,EACH,21.95,21.95,,,,,
7290,AAPMPF1,,Pre-Filter/PU150,Pre-Filter/PU150,87,Active Aqua,12,Pumps & Irrigation,25033126053,USA,AAPMPF1_2.jpg,15018_ActiveAqualLOGO.jpg,5/25/2006,N,EACH,5.95,5.95,,,,,
7291,AAPMPF2,,Pre-Filter/PU275-500,Pre-Filter/PU275-500,87,Active Aqua,12,Pumps & Irrigation,25033125056,USA,AAPMPF2_2.jpg,15018_ActiveAqualLOGO.jpg,5/25/2006,N,EACH,10.95,10.95,,,,,
7281,AAPW1000,,Active Aqua Pump 1000 GPH,Active Aqua Pump 1000 GPH,87,Active Aqua,12,Pumps & Irrigation,638104650069,CHINA,AAPW1000.jpg,15018_ActiveAqualLOGO.jpg,5/25/2006,Y,EACH,76.95,76.95,,,,,
7283,AAPW160,,Active Aqua Pump 160 GPH,Active Aqua Pump 160 GPH,87,Active Aqua,12,Pumps & Irrigation,638104650021,CHINA,AAPW160_2.jpg,15018_ActiveAqualLOGO.jpg,5/25/2006,Y,EACH,14.95,14.95,Powerful mag drive construction,Indoor use,Oil free and environmentally safe,BPA free—safe for aquaponic use,Built for use with hydroponic systems
7284,AAPW250,,Active Aqua Pump 250 GPH,Active Aqua Pump 250 GPH,87,Active Aqua,12,Pumps & Irrigation,638104650014,CHINA,AAPW250.jpg,15018_ActiveAqualLOGO.jpg,5/25/2006,Y,EACH,25.95,25.95,,,,,
8344,AAPW40,,Active Aqua Pump 40 GPH,Active Aqua Pump 40 GPH,87,Active Aqua,12,Pumps & Irrigation,638104650403,CHINA,AAPW40.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,Y,EACH,9.95,9.95,,,,,
7286,AAPW400,,Active Aqua Pump 400 GPH,Active Aqua Pump 400 GPH,87,Active Aqua,12,Pumps & Irrigation,638104650038,CHINA,AAPW400.jpg,15018_ActiveAqualLOGO.jpg,5/25/2006,Y,EACH,28.95,28.95,Powerful mag drive construction,Oil free and environmentally safe,BPA free—safe for aquaponic use,Low power consumption,Built for use with hydroponic systems
7288,AAPW550,,Active Aqua Pump 550 GPH,Active Aqua Pump 550 GPH,87,Active Aqua,12,Pumps & Irrigation,638104650045,CHINA,AAPW550.jpg,15018_ActiveAqualLOGO.jpg,5/25/2006,Y,EACH,48.95,48.95,Powerful mag drive construction,Oil free and environmentally safe,BPA free—safe for aquaponic use,Low power consumption,Built for use with hydroponic systems
7289,AAPW800,,Active Aqua Pump 800 GPH,Active Aqua Pump 800 GPH,87,Active Aqua,12,Pumps & Irrigation,638104650052,CHINA,AAPW800_2.jpg,15018_ActiveAqualLOGO.jpg,5/25/2006,Y,EACH,66.95,66.95,,,,,
13809,AAPWIMP1000,,Impeller for AAPW1000,Impeller for AAPW1000,87,Active Aqua,12,Pumps & Irrigation,638104008068,CHINA,AAPWIMP1000.jpg,15018_ActiveAqualLOGO.jpg,3/20/2012,N,EACH,16.95,16.95,,,,,
13805,AAPWIMP160,,Impeller for AAPW160,Impeller for AAPW160,87,Active Aqua,12,Pumps & Irrigation,638104007986,CHINA,AAPWIMP160.jpg,15018_ActiveAqualLOGO.jpg,3/20/2012,N,EACH,2.95,2.95,,,,,
8300,AAPWIMP250,,Impeller for AAPW250,Impeller for AAPW250,87,Active Aqua,12,Pumps & Irrigation,638104008013,CHINA,AAPWIMP250.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,N,EACH,2.95,2.95,,,,,
13806,AAPWIMP400,,Impeller for AAPW400,Impeller for AAPW400,87,Active Aqua,12,Pumps & Irrigation,638104008037,CHINA,AAPWIMP400.jpg,15018_ActiveAqualLOGO.jpg,3/20/2012,N,EACH,4.95,4.95,,,,,
13807,AAPWIMP550,,Impeller for AAPW550,Impeller for AAPW550,87,Active Aqua,12,Pumps & Irrigation,638104008044,CHINA,AAPWIMP550.jpg,15018_ActiveAqualLOGO.jpg,3/20/2012,N,EACH,7.95,7.95,,,,,
13808,AAPWIMP800,,Impeller for AAPW800,Impeller for AAPW800,87,Active Aqua,12,Pumps & Irrigation,638104008051,CHINA,AAPWIMP800.jpg,15018_ActiveAqualLOGO.jpg,3/20/2012,N,EACH,7.95,7.95,,,,,
8392,AAPWPF1000,,Pre-filter AAPW1000,Pre-filter AAPW1000,87,Active Aqua,12,Pumps & Irrigation,638104008105,CHINA,AAPWPF1000_3.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,N,EACH,1.95,1.95,Replacement filter for 1000 GPH pump,Replacement part,For use with Active Aqua water pump,,
13810,AAPWPF160,,Pre-filter AAPW160,Pre-filter AAPW160,87,Active Aqua,12,Pumps & Irrigation,638104008075,CHINA,AAPWPF160.jpg,15018_ActiveAqualLOGO.jpg,3/20/2012,N,EACH,0.95,0.95,,,,,
8359,AAPWPF250,,Pre-filter AAPW250,Pre-filter AAPW250,87,Active Aqua,12,Pumps & Irrigation,638104008129,CHINA,AAPWPF250.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,N,EACH,1.95,1.95,,,,,
8398,AAPWPF400,,Pre-filter AAPW400,Pre-filter AAPW400,87,Active Aqua,12,Pumps & Irrigation,638104008150,CHINA,AAPWPF400_3.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,N,EACH,1.95,1.95,,,,,
8385,AAPWPF550,,Pre-filter AWPW550,Pre-filter AWPW550,87,Active Aqua,12,Pumps & Irrigation,638104008174,CHINA,AAPWPF550_3.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,N,EACH,1.95,1.95,,,,,
8390,AAPWPF800,,Pre-filter AAPW800,Pre-filter AAPW800,87,Active Aqua,12,Pumps & Irrigation,638104008181,CHINA,AAPWPF800.jpg,15018_ActiveAqualLOGO.jpg,12/19/2007,N,EACH,1.95,1.95,,,,,
12523,AARD100075,,1inches to 3/4inches Reducer,1inches to 3/4inches Reducer,87,Active Aqua,12,Pumps & Irrigation,638104003582,CHINA,AARD100075_3.jpg,15018_ActiveAqualLOGO.jpg,3/9/2011,Y,CASE,2,19.95,,,,,
12524,AARD7550,,3/4inches to 1/2inches Reducer ,3/4inches to 1/2inches Reducer ,87,Active Aqua,12,Pumps & Irrigation,638104003568,CHINA,AARD7550_2.jpg,15018_ActiveAqualLOGO.jpg,3/9/2011,Y,CASE,0.9,8.95,,,,,
13183,AARO100,,Active Aqua 100 Reverse Osmosis System,Active Aqua 100 Reverse Osmosi,87,Active Aqua,32,Water Filtration,638104005456,USA,AARO100_2.jpg,15018_ActiveAqualLOGO.jpg,11/2/2011,Y,EACH,184.95,184.95,,,,,
13184,AARO200,,Active Aqua 200 Reverse Osmosis System,Active Aqua 200 Reverse Osmosi,87,Active Aqua,32,Water Filtration,638104005463,USA,AARO200.jpg,15018_ActiveAqualLOGO.jpg,11/2/2011,Y,EACH,249.95,249.95,,,,,
13186,AARO312,,Active Aqua Two Stage RO,Active Aqua Two Stage RO,87,Active Aqua,32,Water Filtration,638104005487,USA,AARO312.jpg,15018_ActiveAqualLOGO.jpg,11/2/2011,Y,EACH,126.95,126.95,,,,,
14991,AARO315,,10inches Carbon and Sediment Combo Filter,10inchesCarbonSediment Combo Filter,87,Active Aqua,32,Water Filtration,638104012157,USA,AARO315.jpg,15018_ActiveAqualLOGO.jpg,7/22/2013,Y,EACH,6.95,6.95,,,,,
13181,AARO410,,Active Aqua 10inches RO-De Chlorination System,10inches RO-De Chlorination System,87,Active Aqua,32,Water Filtration,638104005432,USA,AARO410.jpg,15018_ActiveAqualLOGO.jpg,11/2/2011,Y,EACH,79.95,79.95,,,,,
13182,AARO420,,Active Aqua 20inches RO-De Chlorination System,20inches RO-De Chlorination System,87,Active Aqua,32,Water Filtration,638104005449,USA,AARO420_2.jpg,15018_ActiveAqualLOGO.jpg,11/2/2011,Y,EACH,169.95,169.95,,,,,
13187,AARO501,aaro502,Active Aqua 10inches Polyblown Sediment Filter,10inches Polyblown Sediment Filter,87,Active Aqua,32,Water Filtration,638104005494,USA,AARO501.jpg,15018_ActiveAqualLOGO.jpg,11/2/2011,Y,EACH,8.95,8.95,,,,,
13188,AARO502,,Active Aqua 20inches Polyblown Sediment Filter,20inches Polyblown Sediment Filter,87,Active Aqua,32,Water Filtration,638104005500,USA,AARO502_2.jpg,15018_ActiveAqualLOGO.jpg,11/2/2011,Y,EACH,12.95,12.95,,,,,
13189,AARO610,aaro620,Active Aqua 10inches Carbon Block Filter,10inches Carbon Block Filter,87,Active Aqua,32,Water Filtration,638104005517,USA,AARO610.jpg,15018_ActiveAqualLOGO.jpg,11/2/2011,Y,EACH,13.95,13.95,,,,,
13190,AARO620,,Active Aqua 20inches Carbon Block Filter,20inches Carbon Block Filter,87,Active Aqua,32,Water Filtration,638104005524,USA,AARO620_2.jpg,15018_ActiveAqualLOGO.jpg,11/2/2011,Y,EACH,28.95,28.95,,,,,
